"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","TYPE_2","ENGTYPE_2","NL_NAME_2","VARNAME_2"
285,101,"HND","Honduras",17,"Valle",285,"Nacaome","Municipio","Municipality",NA,NA
286,101,"HND","Honduras",17,"Valle",286,"San Francisco de Coray","Municipio","Municipality",NA,NA
287,101,"HND","Honduras",17,"Valle",287,"San Lorenzo","Municipio","Municipality",NA,NA
288,101,"HND","Honduras",18,"Yoro",288,"Arenal","Municipio","Municipality",NA,NA
289,101,"HND","Honduras",18,"Yoro",289,"El Negrito","Municipio","Municipality",NA,NA
290,101,"HND","Honduras",18,"Yoro",290,"El Progreso","Municipio","Municipality",NA,NA
291,101,"HND","Honduras",18,"Yoro",291,"Jocón","Municipio","Municipality",NA,NA
292,101,"HND","Honduras",18,"Yoro",292,"Morazán","Municipio","Municipality",NA,NA
293,101,"HND","Honduras",18,"Yoro",293,"Olanchito","Municipio","Municipality",NA,NA
294,101,"HND","Honduras",18,"Yoro",294,"Santa Rita","Municipio","Municipality",NA,NA
295,101,"HND","Honduras",18,"Yoro",295,"Sulaco","Municipio","Municipality",NA,NA
296,101,"HND","Honduras",18,"Yoro",296,"Victoria","Municipio","Municipality",NA,NA
297,101,"HND","Honduras",18,"Yoro",297,"Yorito","Municipio","Municipality",NA,NA
298,101,"HND","Honduras",18,"Yoro",298,"Yoro","Municipio","Municipality",NA,NA
