CODIGO,NUM.HOGARES,COC.PIEZA,COC.LENA,COC.CHIMBO,COC.ELEC,SAN.ALC,SAN.FOSA,SAN.LETR,AUTO.UNO,AUTO.UNOPLUS,AUTO.NO,ELDOM.REFRI,ELDOM.LAVAD,ELDOM.SONI,ELDOM.AC,ELDOM.COMPU,ELDOM.MICRO,SERV.CABLE,SERV.INTERNET,ALUMB.SPUB,ALUMB.SPRI,ALUMB.GEN,ALUMB.CANDIL,ALUMB.VELA,ALUMB.OCOT,ALUMB.SOLAR,AGUA.TUBE.DENTRO,AGUA.TUBE.DENTRO2,AGUA.FUERA,AGUA.NONTUBE,AS.SPUB,AS.SPRI,AS.POMA,AS.POBO,AS.CDA,AS.LAG,AS.VEN,AS.OTRO,NBI0,NBI1,NBI2,NBI3,NBI4,NBI.NNM,NBI.SSAG,NBI.SSAN,NBI.SSUB,NBI.HACI,NBI.VME
1319,2376.22,2155.6,2350.37,3.05,5.03,95.72,754.65,820.44,35,6.54,2324.29,100,20.09,1843.55,7,29.33,45.35,135.22,9.11,288,85,2,167,118,1512,127,289,1589,166,255,53,1989,76,7,110,7,0,58,596,359,607,480,257,283,174,1179,873,413,0
1320,2984.79,2408.45,2804.07,35.32,53.58,163.83,765.19,820.06,263.59,31.47,2685.68,691.69,91.28,1007.37,48.5,99.11,154.77,420.66,14.22,1959,4,4,558,132,140,31,727,1527,148,427,2316,77,69,8,144,9,1,206,723,420,769,605,312,224,372,1565,884,366,117
1321,1918.14,1723.96,1897.97,2.17,6.36,143.95,279.5,958.26,66.38,7.2,1837.2,130.08,7.19,1366.49,13.9,38.69,41.81,176.91,6.29,403,1,0,17,100,1061,301,729,983,38,135,1313,423,57,2,23,1,1,63,417,328,559,427,154,297,89,1039,693,210,0
1322,1405.55,1214.04,1387.89,0,5.11,50.15,374.6,123.33,40.22,3,1360.06,54.54,6.28,1061.11,1,11.66,13.66,4.83,2.55,156,10,5,31,127,993,38,249,528,151,432,494,430,197,12,182,11,1,32,288,167,390,324,191,98,227,862,491,205,0
1323,2353.24,2134.46,2265.66,24.06,25.19,21.09,1080.29,687.85,81.49,6.04,2264.72,834.24,88.49,1272.06,44.08,101.57,213.99,449.65,14.1,1557,46,1,188,125,373,16,868,986,30,423,354,1523,100,3,206,2,0,117,721,439,518,479,149,142,326,1064,807,124,0
1324,702.19,665.71,639.49,39.41,6.07,82.2,444.96,101.63,28.27,1,670.88,255.53,40.48,518.22,8.08,50.56,69.83,77.93,20.23,483,2,0,47,15,121,20,469,178,2,39,285,364,4,0,9,0,0,26,368,167,89,48,17,23,35,136,197,33,0
1325,1294.46,1027.58,1226.45,27,19,166,765.76,180.08,32,4,1255.46,310.43,49,808.81,7,71.04,96.01,157.03,7,1016,5,0,16,22,124,2,460,633,4,88,110,981,19,11,13,3,0,48,493,316,205,128,42,65,64,300,423,132,0
1326,833.62,476.4,778.99,16.14,16.18,0,127.09,612.4,51.65,0,780.97,356.37,16.22,594.48,19.29,65.82,86.96,84.12,8.1,719,0,0,18,19,43,6,609,55,19,122,632,51,6,40,36,18,0,22,103,67,365,229,42,43,77,623,242,50,0
1327,520.09,379.76,494.35,11.6,2.03,0,114.81,329.2,27.44,0,492.65,248.62,22.82,295.15,4.21,31.73,30.83,95.73,14.64,463,4,1,35,2,0,7,263,27,2,220,30,254,34,18,118,5,0,51,81,65,112,154,100,35,175,348,214,65,0
1328,1095.43,971.73,1086.33,0,3.02,58.02,440.64,350.37,66.86,3.03,1022.47,121.85,34.57,733.2,6.05,19.3,32.51,62.09,1.02,281,40,1,14,40,570,76,283,602,7,130,121,761,19,22,87,3,0,8,306,184,279,187,65,90,98,481,327,95,0
1401,5430.59,4541.98,2581.96,2275.04,308.45,3236.35,1199.4,471.1,969.16,122.7,4317.21,3628.64,789.81,3708.83,317.67,1515.36,1662.52,3653.87,825.39,4627,9,1,309,119,137,76,4256,454,25,543,4051,649,114,58,330,2,2,73,3027,1283,421,345,203,109,450,771,1366,299,249
1402,3112.85,2763.79,3049.51,6,13.22,493.66,945.21,1047.6,68.92,6.03,3033.86,433.78,33.74,1527.7,9.15,92.43,94.92,620.89,16.07,1881,97,3,170,129,493,267,893,1863,33,250,781,1996,83,12,72,12,0,83,864,771,685,470,249,244,170,1125,1198,404,331
1403,1124,1006.1,926.45,145.98,18.12,376.76,383.66,140.18,169.16,18.14,935.7,563.83,94.32,669.68,24.12,98.11,245.76,478.47,23.17,750,10,8,92,39,121,92,709,61,16,326,405,372,38,11,251,11,1,23,463,269,155,137,87,54,286,300,355,66,0
1404,767.14,664.5,761.14,1,0,46.05,443.21,101.66,117.68,5.04,640.42,187.18,13.06,346.45,0,8.17,24.11,146.89,0,479,1,0,99,41,95,32,421,173,2,151,490,107,77,0,53,8,0,13,271,173,102,104,99,68,75,258,319,127,9
1405,1078.08,1001.32,1047.67,16.25,2.06,113.11,196.11,439.24,133.69,19.32,925.07,271.19,14.16,458.72,8.01,22.35,35.47,178.18,2.06,658,1,1,115,59,210,25,322,565,30,152,679,231,94,7,29,7,1,21,326,172,286,196,89,130,58,525,355,112,0
1406,1199.8,1065.53,1037.22,88.11,41.32,472.39,234.85,334.24,181.69,38.9,974.12,584.12,88.04,497.33,41.56,106.36,217.5,563.32,14.06,1063,0,0,53,22,14,3,905,138,17,96,1020,37,13,3,45,0,0,37,570,295,145,90,55,65,87,241,306,39,114
1407,2194.53,1973.84,1914.66,112.94,115.72,902.65,637.33,467.27,406.72,92.92,1691.61,1259.18,237.79,1503.19,57.2,267.91,607.75,969.37,57.98,1846,4,0,134,68,83,12,1530,472,17,129,1778,239,54,1,39,1,0,36,1138,476,280,168,85,129,79,470,573,86,95
1408,1310.03,1161.83,1206.56,42.86,38.29,103.42,517.16,471.12,208.27,23.17,1077.56,497.74,45.54,684.31,2,57.77,101.36,359.64,21.25,845,0,4,74,99,263,14,756,295,15,234,799,258,188,1,17,0,1,37,460,223,326,193,98,106,90,562,365,95,89
1409,1547.64,1408.33,1432.28,53.71,26.35,313.91,394.05,657.68,264.86,44.29,1237.49,775.97,111.31,727.05,10.12,71.97,224.15,617.54,10.16,1292,2,0,27,65,65,39,1120,240,20,110,1293,76,35,6,22,0,2,55,697,403,195,134,60,116,80,329,520,69,0
1410,1603,1517.86,1514.61,21.07,32.11,285.9,483.38,475.42,253.13,31.21,1316.65,609.93,104.6,730.56,3.01,62.18,120.74,551.51,5.04,1283,4,4,119,63,84,11,1008,297,63,201,1231,131,84,5,47,1,0,70,654,299,310,195,110,179,119,513,465,69,118
1411,2207.68,1971.27,1957.66,113.67,80.16,705.71,508.91,746.92,353.01,50.22,1802.42,1088.63,107.31,1414.84,21.8,162.18,250.43,874.56,50.97,1672,2,3,215,88,144,23,1369,582,23,174,1765,208,90,4,37,4,1,39,972,539,327,218,92,140,106,541,693,107,116
1412,1125.11,989.75,1105.06,6.02,2.02,26,415.4,406.35,208.47,29.02,887.61,425.71,65.1,523.88,19.03,43.04,96.09,347.61,9.01,758,44,1,122,88,50,30,660,311,7,115,412,566,35,1,54,0,1,25,345,174,344,174,56,71,80,542,315,70,1
1413,4670.73,4124.32,3418.16,720.85,387.38,1967.77,1410.05,855.73,1036.29,147.45,3465.97,2789.92,659.4,2849.37,196.59,775.66,1179.18,2448.1,254.18,3915,26,10,199,184,176,22,3871,488,18,155,3028,1330,41,6,26,2,18,82,2465,1106,517,325,118,279,132,789,1306,176,151
1414,1086.51,955,811.71,222.62,29.53,426.54,314.61,171.58,193.83,5.04,881.52,598.34,140.82,660.73,28.57,135,250.43,541.1,27.66,835,0,6,143,23,37,13,679,249,3,127,691,235,37,1,57,0,0,36,543,209,143,103,61,46,93,272,287,91,0
1415,2820.59,2641.18,2578.34,98.82,89.63,458.34,1390.61,382.21,521.89,101.83,2194.71,1415.46,249.25,1490.59,71.09,254.67,495.51,1145.17,33.65,2411,40,6,95,81,139,14,1895,571,82,238,678,1819,108,9,49,0,1,123,1229,639,447,363,108,142,230,837,883,80,67
1416,2077.9,1569.77,1403.74,505.02,80.89,808.94,609.25,334.11,367.83,49.21,1656.5,1076.19,210.61,1233.58,98.15,260.3,477.9,968.57,110.76,1638,7,2,131,90,65,60,1345,468,16,165,1586,223,47,24,78,1,0,36,994,496,273,157,75,87,121,404,560,152,99
1501,28193.86,22854.96,14948.59,7041.14,4465.96,10494.64,7808.28,7438.03,5612.15,1135.16,21375.93,17250.92,5893.01,20279.46,5294.34,6569.63,11007.22,14031.7,1542.01,19681,459,126,3684,1761,1307,675,16021,5325,846,5503,14576,6991,1503,997,2568,114,206,739,12204,7971,3242,2638,1639,1304,4543,5938,8675,2015,997
1502,4151.4,3807.04,3616.89,107.24,346.05,487.37,1619.25,1689.01,717.32,118.81,3307.86,1498.67,233.71,3173.5,60.91,403.54,654.13,1527.33,169.06,2106,57,7,813,443,239,428,1061,1533,175,1325,2343,417,346,13,742,8,10,215,1377,1229,769,501,218,230,1001,1179,1310,184,115
1503,25075.46,20500.8,16798.6,3908.69,3338.39,5511.81,7138.11,9818.64,4128,707.63,20183.88,12260.93,2196.85,17687.75,1087.86,2978.75,4899.25,10675.38,1152.54,14795,215,155,5148,2581,495,1337,11026,7056,665,5979,10775,7534,2046,539,2937,145,91,659,8888,6313,3940,3305,2279,1842,4354,7961,8809,1876,1151
1504,1894.45,1796.35,1765.19,11.12,91.66,22.17,753.6,930.02,227.16,34.68,1628.59,760.22,63.2,1063.35,34.59,92.73,235.45,606.69,26.63,1361,2,5,158,109,238,12,769,903,22,192,1341,351,103,2,33,3,1,52,691,505,324,270,96,102,96,623,756,48,118
1505,6026.09,5482.16,5658.49,122.65,144.56,116.85,2303.61,1587.87,469,51.6,5487.48,983.2,107.27,4041.15,50.8,248.93,373.34,790.7,72.51,1178,76,45,829,1066,1486,1277,1600,1700,241,2415,2687,801,651,21,1485,16,7,288,1526,1220,1003,1252,956,761,1838,2825,2205,468,167
1506,894.08,858.34,824.65,2.07,51.09,135.65,257.92,283.24,52.94,9.45,829.69,295.31,26.12,417.53,16.51,73.28,125.86,251.46,23.98,120,462,0,58,44,201,4,197,561,4,127,201,559,81,0,11,3,1,33,271,288,144,146,42,46,49,306,435,45,0
1507,2038.78,1783.74,1963.69,20.29,12.78,15.39,741.76,699.16,105.25,14.67,1916.85,378.43,28.12,1112.55,18.38,100.01,129.23,271.77,41.77,922,4,11,389,164,517,13,1162,311,16,530,1115,363,236,14,226,3,0,63,570,447,404,329,271,381,292,819,797,320,0
1508,4545.63,4008.16,3837.09,102.09,517.09,37.76,1539.94,1796.08,459.3,59.33,4018.91,1565.93,209.45,2849.45,85.38,300.22,562.34,1550.81,100.38,2570,17,10,153,730,794,209,1043,1858,219,1365,2242,875,228,35,838,40,42,184,1152,853,871,887,721,442,1221,2262,1757,416,81
1509,1711,1624.47,1474.54,24.66,182.71,19.13,1119.88,296.68,205.53,14.39,1490.08,875.19,53.6,832.72,45.8,111.17,293.82,717.48,19.97,1287,11,5,172,124,103,6,483,1075,28,122,1261,325,49,0,15,1,1,56,745,487,251,157,68,80,80,419,590,66,94
1510,2264.46,2057.27,2207.3,3.03,30.92,17.07,445.66,505.82,85.36,11.76,2163.2,225.6,3.07,558.33,9.21,59.16,70.54,236.7,8.38,658,37,5,15,185,1239,102,459,729,320,733,1437,69,183,7,223,12,2,308,381,311,483,566,500,387,544,1472,985,325,0
1511,2775.24,2638.2,2611.24,8.96,125.65,27.59,1291.83,915.75,129.19,12.98,2628.74,713.75,58.03,1320.94,30.44,111.04,307.57,677.9,31.2,1469,1,2,50,181,983,61,1162,1223,32,330,2236,179,96,2,152,5,0,77,918,581,538,464,246,156,244,1118,979,135,321
1512,892.53,821.89,859.01,2.01,7.05,5,382.51,276.76,43.91,2.01,838.42,166.16,11.04,428.41,2.01,23.14,46.26,85.08,8.05,444,3,0,14,113,293,1,168,441,74,185,624,59,121,0,27,4,0,32,271,218,166,135,77,100,63,327,381,92,0
1513,1581.05,1417.92,1344.42,51.43,168.99,11.31,1020.16,367.12,176.11,18.54,1383.32,651.02,74.48,841.38,53.6,167.79,265.74,502.41,67.13,1009,1,4,62,139,310,37,927,405,63,167,1234,161,86,0,55,3,0,24,622,412,233,166,129,102,88,418,570,119,218
1514,1821.62,1639.06,1718.51,9.11,75.74,3.04,490.93,684.68,36.39,10.01,1775.22,317.14,23.53,1146.03,15.15,76.95,118.62,211.69,6,495,1,0,157,206,905,31,573,570,51,603,1093,97,236,6,281,12,0,72,473,355,378,332,258,237,366,813,697,235,63
1515,2539.98,2399.76,2369.42,20.94,111.24,37.96,1606.32,641.88,407.03,44.42,2082.75,1320.86,212.23,1147.55,98.09,159.63,605.31,1158.03,38.81,1660,224,1,99,167,234,134,577,1689,150,102,988,1426,45,1,9,0,0,48,1247,787,279,164,41,142,58,399,933,71,1
1516,1752.12,1643.08,1569.8,18.27,131.46,352.47,876.69,452.42,230.68,35.07,1486.38,896.56,237.93,1152.83,37.81,169.02,448.74,743.61,49.48,1311,33,1,102,114,177,8,1338,321,37,50,752,943,35,1,5,0,0,10,827,502,199,157,61,58,37,358,650,63,100
1517,5317.1,4638.8,3991.24,225.03,933.95,642.73,2799.66,1162.72,717.03,122.75,4419.2,1714.3,277.29,2843.72,225.49,437.77,699.24,1497.71,253.04,2397,75,34,326,1557,430,390,1595,2532,220,863,3095,1136,231,118,345,19,17,249,2309,1472,688,450,290,361,653,1083,1714,486,67
1518,2020.52,1797.56,1664.67,126.15,168.45,138.49,756.01,993.73,303.82,46.57,1667.14,1195.93,298.68,1299.08,100.08,235.99,481.96,767.79,62.25,1469,10,4,107,99,100,196,1121,584,6,275,1370,327,117,14,119,8,6,24,706,511,298,313,157,94,187,666,744,121,238
1519,3996.52,3624.29,3090.85,79.44,751.5,297.12,1740.32,1631.94,770.96,143.63,3076.63,1815.94,260.8,2641.99,126.78,372.11,861.61,1591.82,60.83,2604,22,7,628,449,167,86,1747,1763,28,426,2725,783,255,39,100,5,5,51,1440,963,806,569,186,260,174,1397,1489,207,148
1520,2503.82,1881.01,1761.95,140.94,517.07,30.48,1328.26,1000.39,500.35,66.82,1924.01,1638.87,310.72,1555.83,102.4,320.81,693.75,1483.73,93.94,2154,22,5,99,141,6,10,1160,1086,45,145,1304,975,45,13,47,1,3,47,959,603,371,352,150,112,155,775,916,112,214
1521,1645.25,1518.26,1478.23,16.12,106.07,72.48,1050.26,369.25,285.56,85,1271.67,879.21,170.81,845.23,66.84,205.04,424.04,835.81,94.93,1227,2,7,90,172,107,22,892,683,21,31,1374,221,7,2,3,0,2,18,768,512,162,153,33,56,23,310,662,65,0
1522,2192.53,2085.88,2116.16,2.03,65.03,20.69,698.79,440.75,70.28,5.04,2114.19,284.96,22.97,1217.58,14.44,57.19,99.09,148.28,15.21,469,7,5,90,211,1360,39,306,1321,165,391,1677,109,64,2,134,2,3,191,471,385,490,551,285,224,330,1248,1011,155,0
1523,4946.3,4387.56,4347.65,171.59,334.9,31.48,2453.93,1486.56,523.93,84.41,4323.14,1146.95,150.01,3390.03,93.79,283.07,456.72,1039.98,67.76,1638,141,185,1671,729,216,297,1235,1761,169,1712,156,2967,149,46,1436,29,15,79,1380,1344,903,751,498,372,1648,1618,1807,331,157
1601,10287.75,8535.33,6242.84,1960.45,1571.91,4045.63,4175.12,1169.68,1817.54,274.6,8149.98,6088.9,2058.65,6286.39,1105.7,2051.65,2572.4,5546.96,947.7,8822,113,11,359,574,142,23,7267,2211,99,466,5506,4040,184,25,94,16,7,171,5541,2592,1043,568,300,297,367,1545,2996,565,353
1602,2342.15,2003.91,2193.61,58.24,44.74,633.46,967.62,277.93,267.79,24.49,2046.77,834.31,174.17,1420.39,60.51,139.1,194.06,587.34,47.59,2124,37,0,77,34,38,3,1649,470,36,157,1656,455,87,19,42,3,0,50,1002,650,373,209,78,110,104,556,796,143,92
1603,3859.64,3240.09,3728.97,26.03,47.82,190.98,1443.98,1034.84,624.03,80.49,3152.12,1203.28,213.01,1952.65,51.22,215.85,262.97,1010.84,33.37,2729,22,5,274,348,318,64,1069,1876,128,688,1692,1364,132,24,381,1,0,166,1224,638,891,698,309,207,565,1748,1204,272,79
1604,4839.38,4231.2,3711.25,562.57,312.5,1125.35,2044.84,1101.07,557.9,66.03,4201.5,2566.76,437.11,2839.66,364.84,504.42,1065.09,2276.54,162.54,3640,60,19,307,511,163,60,2097,2254,79,329,2257,2155,85,87,89,17,0,70,1948,1302,752,490,269,247,257,1239,1737,321,400
