Departamento,Partido,Diputado,Marcas,Quedo
Atlantida,PARTIDO NACIONAL DE HONDURAS,RODOLFO IRIAS NAVAS,"42,761",SI
Atlantida,PARTIDO LIBERTAD Y REFUNDACION,CESAR HUMBERTO AGURCIA LOPEZ,"27,175",SI
Atlantida,PARTIDO NACIONAL DE HONDURAS,CARMEN ESPERANZA RIVERA PAGOAGA,"42,718",SI
Atlantida,PARTIDO LIBERAL DE HONDURAS,CHRISTIAN RENIERY SANTAMARIA,"28,499",SI
Atlantida,PARTIDO LIBERTAD Y REFUNDACION,AUDELIA RODRIGUEZ RODRIGUEZ,"27,138",SI
Atlantida,PARTIDO ANTICORRUPCION,KRITZA JERLIN PEREZ GALLEGOS,"14,574",SI
Atlantida,PARTIDO NACIONAL DE HONDURAS,RAMON ANTONIO LEVA BULNES,"37,854",SI
Atlantida,PARTIDO LIBERAL DE HONDURAS,MARIA ARACELY LEIVA PEÑA,"22,059",SI
Atlantida,PARTIDO DEMOCRATA CRISTIANO,GLORIA MARIA SARMIENTO NUÑEZ,"6,040",No
Atlantida,PARTIDO INNOVACION Y UNIDAD SD,BERNARD MARTINEZ VALERIO,"4,771",No
Atlantida,PARTIDO UNIFICACION DEMOCRATICA,MARIA ALBERTO HERNANDEZ,"2,091",No
Atlantida,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,CRISTOBAL CRISPI OLIVA MEJIA,"1,927",No
Atlantida,PARTIDO ALIANZA PATRIOTICA,DAGOBERTO CRUZ SANTOS,"1,194",No
Atlantida,PARTIDO LIBERTAD Y REFUNDACION,JOAQUIN BALDEMAR ALVARADO,"26,477",No
Atlantida,PARTIDO ANTICORRUPCION,TOMAS ANTONIO RAMIREZ HERNANDEZ,"14,230",No
Atlantida,PARTIDO NACIONAL DE HONDURAS,DANIEL FLORES VELASQUEZ,"36,670",No
Atlantida,PARTIDO LIBERAL DE HONDURAS,JERRY FRANCISCO SABIO AMAYA,"21,038",No
Atlantida,PARTIDO DEMOCRATA CRISTIANO,JOSE ARMANDO LOGAN,"5,507",No
Atlantida,PARTIDO INNOVACION Y UNIDAD SD,GLADYS LIZZETTE ZAPATA GUERRERO,"1,868",No
Atlantida,PARTIDO UNIFICACION DEMOCRATICA,ALDO JAVIER CARDONA ALVARADO,"2,048",No
Atlantida,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,NORMA PATRICIA GUEVARA GAMEZ,773,No
Atlantida,PARTIDO ALIANZA PATRIOTICA,MIRTHA ESTHER HERNANDEZ DOLMO,"1,090",No
Atlantida,PARTIDO LIBERTAD Y REFUNDACION,JOSE ANIBAL RODRIGUEZ MILLA,"26,374",No
Atlantida,PARTIDO ANTICORRUPCION,MARIE JEANNETTE KAWAS GIACOMAN,"13,102",No
Atlantida,PARTIDO NACIONAL DE HONDURAS,MARCO ANTONIO MIDENCE MILLA,"36,365",No
Atlantida,PARTIDO LIBERAL DE HONDURAS,GONZALO ANTONIO RIVERA,"19,054",No
Atlantida,PARTIDO DEMOCRATA CRISTIANO,JORGE ALBERTO ELVIR CRUZ,"3,196",No
Atlantida,PARTIDO INNOVACION Y UNIDAD SD,MELIDA JULIANA QUEVEDO RAMIREZ,"1,606",No
Atlantida,PARTIDO UNIFICACION DEMOCRATICA,JAVIER ARQUIMIDES MARTINEZ REYES,"2,028",No
Atlantida,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,ALICIA DE JESUS ALVAREZ ACOSTA,666,No
Atlantida,PARTIDO ALIANZA PATRIOTICA,OTILIA JANIN CARRASCO PONCE,855,No
Atlantida,PARTIDO LIBERTAD Y REFUNDACION,BELIN BEKKER ROSA CALIX,"26,071",No
Atlantida,PARTIDO ANTICORRUPCION,CARLOS ARTURO SAN MARTIN AMADOR,"10,516",No
Atlantida,PARTIDO NACIONAL DE HONDURAS,MARCIO RENE ESPINAL CARDONA,"35,149",No
Atlantida,PARTIDO LIBERAL DE HONDURAS,HECTOR PAVEL FAJARDO ORELLANA,"18,982",No
Atlantida,PARTIDO DEMOCRATA CRISTIANO,RAMON ANTONIO VARELA MEDINA,"2,717",No
Atlantida,PARTIDO INNOVACION Y UNIDAD SD,GUILLERMO ESCOTO RODRIGUEZ,"1,186",No
Atlantida,PARTIDO UNIFICACION DEMOCRATICA,PEDRO GUEVARA,"1,645",No
Atlantida,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,SANTOS ARISTEO LAINEZ HERNANDEZ,506,No
Atlantida,PARTIDO ALIANZA PATRIOTICA,MIRIAN ELIZABETH VILLANUEVA BLANCO,598,No
Atlantida,PARTIDO LIBERTAD Y REFUNDACION,GLORIA CRISTINA TORRES SEVILLA,"25,129",No
Atlantida,PARTIDO ANTICORRUPCION,GABRIELA GUZMAN MEJIA,"10,493",No
Atlantida,PARTIDO NACIONAL DE HONDURAS,FRANCIS YOLANDA CASTRO RODRIGUEZ,"30,678",No
Atlantida,PARTIDO LIBERAL DE HONDURAS,DOURNOFT DELMAR ALVARADO MC NAB,"18,255",No
Atlantida,PARTIDO DEMOCRATA CRISTIANO,ANA MARIBEL VALLE RIVERA,"2,638",No
Atlantida,PARTIDO INNOVACION Y UNIDAD SD,LIDIA ZENAIDA FERNANDEZ GARCIA,996,No
Atlantida,PARTIDO UNIFICACION DEMOCRATICA,RAMON NECTALY GUARDADO,"1,580",No
Atlantida,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,JUANA CONCEPCION AGUILAR AVELAR,414,No
Atlantida,PARTIDO ALIANZA PATRIOTICA,SILA CLARITZA MENA BURGOS,554,No
Atlantida,PARTIDO LIBERTAD Y REFUNDACION,JOSE MANUEL SANTOS VILLEDA,"25,038",No
Atlantida,PARTIDO ANTICORRUPCION,CARLOS MAURICIO ARGEÑAL CASTRO,"10,461",No
Atlantida,PARTIDO NACIONAL DE HONDURAS,IVETH OBDULIA MATUTE BETANCOURTH,"29,613",No
Atlantida,PARTIDO LIBERAL DE HONDURAS,IRIS LETICIA MOLINERO CANALES,"18,177",No
Atlantida,PARTIDO DEMOCRATA CRISTIANO,KENIA FABIOLA CHIESA ELVIR,"2,627",No
Atlantida,PARTIDO INNOVACION Y UNIDAD SD,ELBIN ANTONIO ORELLANA BERMUDEZ,889,No
Atlantida,PARTIDO UNIFICACION DEMOCRATICA,NOEMI YADIRA CASTAÑEDA LOPEZ,"1,162",No
Atlantida,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,VILMA YOLANDA PINEDA RAMIREZ,401,No
Atlantida,PARTIDO ALIANZA PATRIOTICA,VICTOR DANIEL ESCOBAR PEÑA,368,No
Atlantida,PARTIDO LIBERTAD Y REFUNDACION,JOSE ADALID RODRIGUEZ ROSA,"23,326",No
Atlantida,PARTIDO ANTICORRUPCION,OBDULIO MADRID ZERON,"10,333",No
Atlantida,PARTIDO LIBERAL DE HONDURAS,ALBA RUTH ZAVALA IRIAS,"14,963",No
Atlantida,PARTIDO DEMOCRATA CRISTIANO,KENNIA YAMILETH MONTERO MARTINEZ,"2,378",No
Atlantida,PARTIDO INNOVACION Y UNIDAD SD,YEIMY LIZBETH ZALDIVAR CASTELLANOS,861,No
Atlantida,PARTIDO UNIFICACION DEMOCRATICA,DARWIN ALEXANDER MONTOYA AYALA,798,No
Atlantida,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,MARCIO RENIERI CASTELLANOS,398,No
Atlantida,PARTIDO ALIANZA PATRIOTICA,FERMIN CORRALES ESTRADA,339,No
Atlantida,PARTIDO ANTICORRUPCION,RUTH BONILLA ARGUETA,"10,283",No
Atlantida,PARTIDO DEMOCRATA CRISTIANO,JOSUE ELEAZER ALEMAN IZCOA,948,No
Atlantida,PARTIDO INNOVACION Y UNIDAD SD,WARREN LOPEZ FLORES,561,No
Atlantida,PARTIDO UNIFICACION DEMOCRATICA,ALIX VIRGINIA ZAPATA,760,No
Atlantida,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,ARLEN CAROLINA MARTINEZ GUZMAN,285,No
Atlantida,PARTIDO ALIANZA PATRIOTICA,FRANCISCO JOSE ALVARADO ZALDIVAR,307,No
Colon,PARTIDO LIBERTAD Y REFUNDACION,WILFREDO PAZ ZUNIGA,"33,565",SI
Colon,PARTIDO NACIONAL DE HONDURAS,OSCAR RAMON NAJERA,"27,744",SI
Colon,PARTIDO LIBERTAD Y REFUNDACION,TATIANA NINOSKA CANALES GONZALES,"32,953",SI
Colon,PARTIDO LIBERAL DE HONDURAS,MIDENCE OQUELY MARTINEZ TURCIOS,"15,418",SI
Colon,PARTIDO NACIONAL DE HONDURAS,GHISELL PADILLA PELAYO,"25,566",No
Colon,PARTIDO ANTICORRUPCION,IRIS YAMILETH DUARTE ALEMAN,"2,681",No
Colon,PARTIDO UNIFICACION DEMOCRATICA,ADOLFO CASTAÑEDA PADILLA,734,No
Colon,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,LUIS ALONSO MEMBREÑO CASTILLO,698,No
Colon,PARTIDO INNOVACION Y UNIDAD SD,DOMINGO PINEDA BENITEZ,522,No
Colon,PARTIDO DEMOCRATA CRISTIANO,MARIA MAGDALENA BONILLA SANCHEZ,547,No
Colon,PARTIDO ALIANZA PATRIOTICA,MIQUEL ANGEL GARIN TEJEDA,270,No
Colon,PARTIDO LIBERTAD Y REFUNDACION,ADELMO RUBILIO RAMOS RIVERA,"32,667",No
Colon,PARTIDO LIBERAL DE HONDURAS,SAMUEL MARTINEZ DURON,"13,137",No
Colon,PARTIDO NACIONAL DE HONDURAS,CARLOS RAMON AGUILAR GUIFARRO,"24,766",No
Colon,PARTIDO ANTICORRUPCION,DANIA VALENTINA MENA ARZU,"1,901",No
Colon,PARTIDO UNIFICACION DEMOCRATICA,CORONADO AVILA MUNGUIA,666,No
Colon,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,KEILA LILIBETH CRUZ GARCIA,477,No
Colon,PARTIDO INNOVACION Y UNIDAD SD,WILSON ARMANDO SANCHEZ ROMERO,485,No
Colon,PARTIDO DEMOCRATA CRISTIANO,DOROTEO VENTURA SANTOS,316,No
Colon,PARTIDO ALIANZA PATRIOTICA,IDALIA JUDITH SUAZO CHIMILIO,155,No
Colon,PARTIDO LIBERTAD Y REFUNDACION,YONI RIVAS BAIRE,"30,063",No
Colon,PARTIDO LIBERAL DE HONDURAS,MAYRA ROSIBEL PAVON UMANZOR,"12,904",No
Colon,PARTIDO NACIONAL DE HONDURAS,SONIA YAMILETH GARCIA VILORIO,"22,925",No
Colon,PARTIDO ANTICORRUPCION,MELVIN ERIBERTO VELASQUEZ ARGUETA,"1,850",No
Colon,PARTIDO UNIFICACION DEMOCRATICA,BLANCA SULEMA PEREZ SAMBULA,315,No
Colon,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,DAISY SUYAPA CRUZ RAMOS,307,No
Colon,PARTIDO INNOVACION Y UNIDAD SD,ERIKA YAMILETH GALDAMEZ ROJAS,326,No
Colon,PARTIDO DEMOCRATA CRISTIANO,LEONARDO DAMIAN RAMOS MARTIN,286,No
Colon,PARTIDO ALIANZA PATRIOTICA,AURA YAMILETH MEDINA GUTIERRES,152,No
Colon,PARTIDO LIBERAL DE HONDURAS,ALFREDO DAVID RAMOS CASTILLO,"12,441",No
Colon,PARTIDO ANTICORRUPCION,LUIS ADAN OCHOA MATAMOROS,"1,846",No
Colon,PARTIDO UNIFICACION DEMOCRATICA,GLIRIAN YANIRA BARDALES GARRIDO,270,No
Colon,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,DANIS ORALIA RODRIGUEZ SANCHEZ,273,No
Colon,PARTIDO INNOVACION Y UNIDAD SD,KAREN LIZZETH MUNGUIA,261,No
Colon,PARTIDO DEMOCRATA CRISTIANO,JUANA ONEYDA HERNANDEZ CASTRO,263,No
Colon,PARTIDO ALIANZA PATRIOTICA,ONASIS SAMIR SERRANO ORTIZ,124,No
Comayagua,PARTIDO NACIONAL DE HONDURAS,JOSE MARIA MARTINEZ VALENZUELA,"58,917",SI
Comayagua,PARTIDO LIBERTAD Y REFUNDACION,YAVHE SALVADOR SABILLON CRUZ,"35,569",SI
Comayagua,PARTIDO NACIONAL DE HONDURAS,MIGUEL EDGARDO MARTINEZ PINEDA,"53,726",SI
Comayagua,PARTIDO LIBERAL DE HONDURAS,GLORIA ARGENTINA BONILLA BONILLA,"37,522",SI
Comayagua,PARTIDO LIBERTAD Y REFUNDACION,FANY PATRICIA VALLADARES ORTEGA,"34,061",SI
Comayagua,PARTIDO NACIONAL DE HONDURAS,GERARDO TULIO MARTINEZ PINEDA,"51,742",SI
Comayagua,PARTIDO ANTICORRUPCION,LILIAM YANETH VILLATORO GARCIA,"14,271",SI
Comayagua,PARTIDO LIBERAL DE HONDURAS,JOSE ARMANDO CERROS CHAVEZ,"26,254",No
Comayagua,PARTIDO UNIFICACION DEMOCRATICA,SAUL BENJAMIN ZAPATA MEJIA,"3,812",No
Comayagua,PARTIDO ALIANZA PATRIOTICA,DIANA LOURDES LOPEZ SIERRA,"4,022",No
Comayagua,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,JOSE DOLORES URQUIA LARA,"2,208",No
Comayagua,PARTIDO INNOVACION Y UNIDAD SD,FRANCISCO WILLIAN CABALLERO PAREDES,"2,021",No
Comayagua,PARTIDO DEMOCRATA CRISTIANO,SANTOS HUMBERTO HERNANDEZ MEJIA,"1,574",No
Comayagua,PARTIDO LIBERTAD Y REFUNDACION,JUAN RAMON FLORES BUEZO,"32,410",No
Comayagua,PARTIDO NACIONAL DE HONDURAS,DENIS ROBERTO VELASQUEZ YANES,"48,532",No
Comayagua,PARTIDO ANTICORRUPCION,GERARDO JAVIER SOLORZANO LEIVA,"12,212",No
Comayagua,PARTIDO LIBERAL DE HONDURAS,VICTOR MANUEL BARAHONA,"24,877",No
Comayagua,PARTIDO UNIFICACION DEMOCRATICA,ORLYN DANIEL FLORES MEJIA,"3,289",No
Comayagua,PARTIDO ALIANZA PATRIOTICA,JOSE ALBERTO MELGAR,"1,697",No
Comayagua,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,TIRSO SADY ULLOA ULLOA,"1,824",No
Comayagua,PARTIDO INNOVACION Y UNIDAD SD,ANTONIA ALVARADO,"1,580",No
Comayagua,PARTIDO DEMOCRATA CRISTIANO,JORGE ALBERTO ABREGO,"1,376",No
Comayagua,PARTIDO LIBERTAD Y REFUNDACION,ANCELMO ROMERO ULLOA,"31,410",No
Comayagua,PARTIDO NACIONAL DE HONDURAS,OSCAR EMILIO CRUZ PINEDA,"41,022",No
Comayagua,PARTIDO ANTICORRUPCION,LUCIANO ANTONIO PAZ AREVALO,"11,309",No
Comayagua,PARTIDO LIBERAL DE HONDURAS,VALENTIN SUAREZ OSEJO,"24,655",No
Comayagua,PARTIDO UNIFICACION DEMOCRATICA,MIGUEL ANGEL GALEANO MEJIA,"1,175",No
Comayagua,PARTIDO ALIANZA PATRIOTICA,MIRIAM HAYDE VALDIVIESO ARGUETA,"1,379",No
Comayagua,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,DIMAS RIVERA DISCUA,"1,617",No
Comayagua,PARTIDO INNOVACION Y UNIDAD SD,KAREN IVETH BENITEZ MORALES,895,No
Comayagua,PARTIDO DEMOCRATA CRISTIANO,ADA ELIZA FERNANDEZ MORALES,"1,024",No
Comayagua,PARTIDO LIBERTAD Y REFUNDACION,SALOMON CASTILLO OSORIO,"31,047",No
Comayagua,PARTIDO NACIONAL DE HONDURAS,ANA BELINDA VALENZUELA DUARTE,"40,571",No
Comayagua,PARTIDO ANTICORRUPCION,ALMA KARINA MEJIA SANCHEZ,"10,352",No
Comayagua,PARTIDO LIBERAL DE HONDURAS,GUILLERMO MARTINEZ SUAZO,"23,544",No
Comayagua,PARTIDO UNIFICACION DEMOCRATICA,MARTIUS LEONEL MAGAÑA CENTENO,952,No
Comayagua,PARTIDO ALIANZA PATRIOTICA,LUTHER CELESTINO HYDE ZAVALA,"1,281",No
Comayagua,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,YENY YOLANDA DOMINGUEZ AGUILAR,580,No
Comayagua,PARTIDO INNOVACION Y UNIDAD SD,MARIO ALEXIS MEZA DURON,813,No
Comayagua,PARTIDO DEMOCRATA CRISTIANO,TEGUALDA ANGELA GAETE SANTOS,841,No
Comayagua,PARTIDO LIBERTAD Y REFUNDACION,ADA EVILA SERRANO NUÑEZ,"30,618",No
Comayagua,PARTIDO NACIONAL DE HONDURAS,SANTOS DISCUA ZEPEDA,"39,732",No
Comayagua,PARTIDO ANTICORRUPCION,MIGUEL VIRGILIO RAMIREZ LOPEZ,"10,014",No
Comayagua,PARTIDO LIBERAL DE HONDURAS,OLMAN DANERY MALDONADO RUBIO,"19,719",No
Comayagua,PARTIDO UNIFICACION DEMOCRATICA,DUNIA LORENA LOPEZ CANALES,803,No
Comayagua,PARTIDO ALIANZA PATRIOTICA,FRANCISCO PAZ OSORIO,558,No
Comayagua,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,BERNARDINO ESPINOZA PALMA,467,No
Comayagua,PARTIDO INNOVACION Y UNIDAD SD,MARIA ZONIA PACHECO CARRANZA,708,No
Comayagua,PARTIDO DEMOCRATA CRISTIANO,MARIA EVANGELINA CHAVER BANEGAS,779,No
Comayagua,PARTIDO LIBERTAD Y REFUNDACION,JUAN CARLOS AVILA AVILA,"28,312",No
Comayagua,PARTIDO ANTICORRUPCION,JOSE ARMANDO CALDERON RAMIREZ,"10,000",No
Comayagua,PARTIDO LIBERAL DE HONDURAS,MARTHA LIDYA RIVERA TORRES,"12,399",No
Comayagua,PARTIDO UNIFICACION DEMOCRATICA,DERLING ONDINA ALFARO CARRANZA,768,No
Comayagua,PARTIDO ALIANZA PATRIOTICA,MAURICIO BONILLA GARCIA,523,No
Comayagua,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,ENA FELICITA GUILLEN ESCOBAR,452,No
Comayagua,PARTIDO INNOVACION Y UNIDAD SD,GEOVANI SOTO,555,No
Comayagua,PARTIDO DEMOCRATA CRISTIANO,RENE ALEXANDER VENTURA C,758,No
Comayagua,PARTIDO ANTICORRUPCION,WALTERINA RAMIREZ FLORES,"9,681",No
Comayagua,PARTIDO UNIFICACION DEMOCRATICA,GLORIA JULISSA RIVERA PADILLA,720,No
Comayagua,PARTIDO ALIANZA PATRIOTICA,NINA ROSARIO RODRIGUEZ RAMOS,500,No
Comayagua,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,MARIA ISNELDA MEJIA CANTOR,226,No
Comayagua,PARTIDO INNOVACION Y UNIDAD SD,ALBA CARIXA MARADIAGA MEJIA,502,No
Comayagua,PARTIDO DEMOCRATA CRISTIANO,LAURA MARINA ESCOTO MEJIA,650,No
Copan,PARTIDO NACIONAL DE HONDURAS,JOSE VICENTE LEON ROJAS,"53,910",SI
Copan,PARTIDO NACIONAL DE HONDURAS,HECTOR HUGO PINTO AGUILAR,"51,559",SI
Copan,PARTIDO LIBERAL DE HONDURAS,JOSE EDUARDO DE JESUS GAUGGEL MEDINA,"31,468",SI
Copan,PARTIDO LIBERTAD Y REFUNDACION,ELVIA ARGENTINA VALLE VILLALTA,"31,359",SI
Copan,PARTIDO NACIONAL DE HONDURAS,JORGE HUMBERTO PINTO PORTILLO,"46,334",SI
Copan,PARTIDO LIBERAL DE HONDURAS,LISANDRO MAURICIO ARIAS AQUINO,"30,332",SI
Copan,PARTIDO LIBERTAD Y REFUNDACION,JOSE OMAR RODRIGUEZ INTERIANO,"23,623",SI
Copan,PARTIDO NACIONAL DE HONDURAS,ROSMERY AYALA BATRES,"45,005",No
Copan,PARTIDO ANTICORRUPCION,FRANCIS OMAR CABRERA MIRANDA,"7,397",No
Copan,ALIANZA UD-FAPER,JORGE ARMANDO PLEITEZ PALENCIA,"2,646",No
Copan,PARTIDO DEMOCRATA CRISTIANO,EZEQUIEL MORALES TABORA,"2,310",No
Copan,PARTIDO INNOVACION Y UNIDAD SD,MAYKOL RICARTE LOPEZ MEJIA,509,No
Copan,PARTIDO LIBERAL DE HONDURAS,JULIO CESAR SANTOS TOBAR,"29,785",No
Copan,PARTIDO LIBERTAD Y REFUNDACION,EDWIN DAGOBERTO LOPEZ LONE,"21,470",No
Copan,PARTIDO NACIONAL DE HONDURAS,LOURDES ERNESTINA FAJARDO RAMOS,"43,892",No
Copan,PARTIDO ANTICORRUPCION,CESAR DANIEL BUESO ORELLANA,"3,952",No
Copan,ALIANZA UD-FAPER,HECTOR ALEXANDER ARITA MARTINEZ,"2,024",No
Copan,PARTIDO DEMOCRATA CRISTIANO,JUAN ANTONIO PEREZ MONTUFAR,799,No
Copan,PARTIDO INNOVACION Y UNIDAD SD,JOSE FRANCISCO TABORA DIAS,334,No
Copan,PARTIDO LIBERAL DE HONDURAS,JUAN CARLOS ELVIR MARTEL,"28,330",No
Copan,PARTIDO LIBERTAD Y REFUNDACION,MANUEL DE JESUS MEJIA,"20,321",No
Copan,PARTIDO NACIONAL DE HONDURAS,CARLOS ROBERTO GUEVARA VELASQUEZ,"43,709",No
Copan,PARTIDO ANTICORRUPCION,MARYORY MARIVIA MURILLO HERRERA,"3,254",No
Copan,ALIANZA UD-FAPER,MIGUEL ANGEL LOPEZ CONTRERAS,"1,162",No
Copan,PARTIDO DEMOCRATA CRISTIANO,DUNIA LISSETH MATA CHINCHILLA,426,No
Copan,PARTIDO INNOVACION Y UNIDAD SD,CLAUDIA MARIA LOPEZ LARA,284,No
Copan,PARTIDO LIBERAL DE HONDURAS,ELVIS EDGARDO LEMUS ESPAÑA,"19,323",No
Copan,PARTIDO LIBERTAD Y REFUNDACION,SCARLETH IVETTE ROMERO CANTARERO,"19,774",No
Copan,PARTIDO NACIONAL DE HONDURAS,JULIO CESAR GAMEZ INTERIANO,"42,012",No
Copan,PARTIDO ANTICORRUPCION,NELSON GERARDO TABORA ZERON,"3,048",No
Copan,ALIANZA UD-FAPER,RAUL ANTONIO MADRID ARGUETA,846,No
Copan,PARTIDO DEMOCRATA CRISTIANO,KATHERINE NASZARY MEJIA,317,No
Copan,PARTIDO INNOVACION Y UNIDAD SD,MIGUEL ANGEL REYES ERAZO,269,No
Copan,PARTIDO LIBERAL DE HONDURAS,TRANCITO MARIBEL CHINCHILLA SORTO,"18,506",No
Copan,PARTIDO LIBERTAD Y REFUNDACION,MARIO REYES,"16,652",No
Copan,PARTIDO ANTICORRUPCION,IRIS LISSETH BUESO POLANCO,"2,395",No
Copan,ALIANZA UD-FAPER,DIGNA ESPERANZA MEJIA,796,No
Copan,PARTIDO DEMOCRATA CRISTIANO,EDDAS MAURICIO GUEVARA HERNANDEZ,270,No
Copan,PARTIDO INNOVACION Y UNIDAD SD,HEYDI BEATRIZ PEREZ ARITA,238,No
Copan,PARTIDO LIBERAL DE HONDURAS,OSCAR VALENZUELA MORALES,"16,494",No
Copan,PARTIDO LIBERTAD Y REFUNDACION,GILMA JANETH TREJO BEJARANO,"16,280",No
Copan,PARTIDO ANTICORRUPCION,CARLOS ANTONIO ALVARADO ARITA,"2,362",No
Copan,ALIANZA UD-FAPER,LEIDY IVETH GUTIERREZ CORTES,539,No
Copan,PARTIDO DEMOCRATA CRISTIANO,DONIS MARLEN CACERES MEJIA,269,No
Copan,PARTIDO INNOVACION Y UNIDAD SD,DUVIS ONEYDA BAUTISTA CLAROS,213,No
Copan,PARTIDO ANTICORRUPCION,AGUEDA MARIA INTERIANO BAIDE,"2,155",No
Copan,ALIANZA UD-FAPER,MIRIAM VANESSA CRUZ MUÑOZ,431,No
Copan,PARTIDO DEMOCRATA CRISTIANO,NANCY FRANCISCA CASCO GOMEZ,215,No
Copan,PARTIDO INNOVACION Y UNIDAD SD,FATIMA ONDINA LOPEZ GARCIA,179,No
Cortes,PARTIDO ANTICORRUPCION,JAIME ENRIQUE VILLEGAS ROURA,"125,526",SI
Cortes,PARTIDO LIBERTAD Y REFUNDACION,JOSE EDGARDO CASTRO RODRIGUEZ,"108,080",SI
Cortes,PARTIDO NACIONAL DE HONDURAS,ALBERTO CHEDRANI CASTAÑEDA,"111,435",SI
Cortes,PARTIDO ANTICORRUPCION,FATIMA PATRICIA MENA BAIDE,"123,283",SI
Cortes,PARTIDO LIBERTAD Y REFUNDACION,SCHERLY MELISSA ARRIAGA GOMEZ,"101,794",SI
Cortes,PARTIDO NACIONAL DE HONDURAS,ARTURO BENDAÑA PINEL,"96,254",SI
Cortes,PARTIDO ANTICORRUPCION,LUIS ROLANDO REDONDO GUIFARRO,"121,503",SI
Cortes,PARTIDO LIBERAL DE HONDURAS,MARLON GUILLERMO LARA ORELLANA,"96,037",SI
Cortes,PARTIDO LIBERTAD Y REFUNDACION,JOSE LUIS CRUZ RIVERA,"98,233",SI
Cortes,PARTIDO NACIONAL DE HONDURAS,WELSY MILENA VASQUEZ LOPEZ,"94,342",SI
Cortes,PARTIDO ANTICORRUPCION,WALTER ALEX BANEGAS AGUILERA,"110,455",SI
Cortes,PARTIDO LIBERAL DE HONDURAS,ANGEL DARIO BANEGAS LEIVA,"84,663",SI
Cortes,PARTIDO LIBERTAD Y REFUNDACION,JOSE EDUARDO COTO BARNICA,"94,009",SI
Cortes,PARTIDO NACIONAL DE HONDURAS,YAUDET BURBARA CANAHUATI,"92,042",SI
Cortes,PARTIDO ANTICORRUPCION,LUIS RENE OLIVA ROMERO,"108,461",SI
Cortes,PARTIDO LIBERAL DE HONDURAS,RAFAEL TADEO NODARSE BANEGAS,"67,693",SI
Cortes,PARTIDO LIBERTAD Y REFUNDACION,YENNY YESSENIA MURILLO PEÑA,"93,861",SI
Cortes,PARTIDO NACIONAL DE HONDURAS,LEDA LIZETHE GARCIA PAGAN,"91,027",SI
Cortes,PARTIDO ANTICORRUPCION,ANIBAL JAVIER CALIX FUNEZ,"107,350",SI
Cortes,PARTIDO UNIFICACION DEMOCRATICA,EDWIN ROBERTO PAVON LEON,"24,072",SI
Cortes,PARTIDO INNOVACION Y UNIDAD SD,JOSE TORIBIO AGUILERA COELLO,"16,382",No
Cortes,PARTIDO DEMOCRATA CRISTIANO,SADIA YARARDIN ARGUETA HERNANDEZ,"9,032",No
Cortes,PARTIDO LIBERAL DE HONDURAS,CARLOS ANTONIO MARTINEZ ZEPEDA,"66,744",No
Cortes,PARTIDO ALIANZA PATRIOTICA,BRENDA PATRICIA ENAMORADO ALVARADO,"5,544",No
Cortes,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,SARA RAMIREZ SERRANO,"6,072",No
Cortes,PARTIDO LIBERTAD Y REFUNDACION,LAURA ELENA NORIEGA BARDALES,"93,391",No
Cortes,PARTIDO NACIONAL DE HONDURAS,LEO YAMIR VALENTINO CASTELLON HIREZI,"91,002",No
Cortes,PARTIDO ANTICORRUPCION,KATTY ESTER SOSA GARCIA,"106,895",No
Cortes,PARTIDO UNIFICACION DEMOCRATICA,SUSANA CASTILLO VELASQUEZ,"9,912",No
Cortes,PARTIDO INNOVACION Y UNIDAD SD,PEDRO RENE GONZALEZ BARAHONA,"8,016",No
Cortes,PARTIDO DEMOCRATA CRISTIANO,CARLOS AGUINALDO TURCIOS MATUTE,"7,576",No
Cortes,PARTIDO LIBERAL DE HONDURAS,JUAN JORGE CANAHUATI SAGASTUME,"61,868",No
Cortes,PARTIDO ALIANZA PATRIOTICA,JOSE MARIO BERRIOS SERRANO,"5,067",No
Cortes,PARTIDO FRENTE AMPLIO POLITICO ELECTORAL,MARCO ANTONIO BHADAY CHAVEZ,"5,667",No
Cortes,PARTIDO LIBERTAD Y REFUNDACION,SILVIA BESSY AYALA FIGUEROA,"93,313",No
Cortes,PARTIDO NACIONAL DE HONDURAS,FRANCISCO GABRIEL GARCIA ARDON,"90,294",No
